date,bitcoin price,isPartial,window_start,window_end
2015-06-05,39,False,2015-01-03,2015-07-01
2015-06-06,20,False,2015-01-03,2015-07-01
2015-06-07,20,False,2015-01-03,2015-07-01
2015-06-08,20,False,2015-01-03,2015-07-01
2015-06-09,20,False,2015-01-03,2015-07-01
2015-06-10,20,False,2015-01-03,2015-07-01
2015-06-11,12,False,2015-01-03,2015-07-01
2015-06-12,19,False,2015-01-03,2015-07-01
2015-06-13,26,False,2015-01-03,2015-07-01
2015-06-14,12,False,2015-01-03,2015-07-01
2015-06-15,33,False,2015-01-03,2015-07-01
2015-06-16,23,False,2015-01-03,2015-07-01
2015-06-17,40,False,2015-01-03,2015-07-01
2015-06-18,42,False,2015-01-03,2015-07-01
2015-06-19,30,False,2015-01-03,2015-07-01
2015-06-20,28,False,2015-01-03,2015-07-01
2015-06-21,28,False,2015-01-03,2015-07-01
2015-06-22,30,False,2015-01-03,2015-07-01
2015-06-23,30,False,2015-01-03,2015-07-01
2015-06-24,19,False,2015-01-03,2015-07-01
2015-06-25,20,False,2015-01-03,2015-07-01
2015-06-26,23,False,2015-01-03,2015-07-01
2015-06-27,18,False,2015-01-03,2015-07-01
2015-06-28,35,False,2015-01-03,2015-07-01
2015-06-29,53,False,2015-01-03,2015-07-01
2015-06-30,29,False,2015-01-03,2015-07-01
2015-07-01,60,False,2015-01-03,2015-07-01
2015-01-04,40,False,2015-01-04,2015-07-02
2015-01-05,68,False,2015-01-04,2015-07-02
2015-01-06,70,False,2015-01-04,2015-07-02
2015-01-07,47,False,2015-01-04,2015-07-02
2015-01-08,34,False,2015-01-04,2015-07-02
2015-01-09,30,False,2015-01-04,2015-07-02
2015-01-10,28,False,2015-01-04,2015-07-02
2015-01-11,24,False,2015-01-04,2015-07-02
2015-01-12,31,False,2015-01-04,2015-07-02
2015-01-13,52,False,2015-01-04,2015-07-02
2015-01-14,100,False,2015-01-04,2015-07-02
2015-01-15,94,False,2015-01-04,2015-07-02
2015-01-16,84,False,2015-01-04,2015-07-02
2015-01-17,42,False,2015-01-04,2015-07-02
2015-01-18,47,False,2015-01-04,2015-07-02
2015-01-19,41,False,2015-01-04,2015-07-02
2015-01-20,43,False,2015-01-04,2015-07-02
2015-01-21,45,False,2015-01-04,2015-07-02
2015-01-22,48,False,2015-01-04,2015-07-02
2015-01-23,40,False,2015-01-04,2015-07-02
2015-01-24,33,False,2015-01-04,2015-07-02
2015-01-25,41,False,2015-01-04,2015-07-02
2015-01-26,80,False,2015-01-04,2015-07-02
2015-01-27,49,False,2015-01-04,2015-07-02
2015-01-28,48,False,2015-01-04,2015-07-02
2015-01-29,25,False,2015-01-04,2015-07-02
2015-01-30,36,False,2015-01-04,2015-07-02
2015-01-31,16,False,2015-01-04,2015-07-02
2015-02-01,31,False,2015-01-04,2015-07-02
2015-02-02,20,False,2015-01-04,2015-07-02
2015-02-03,13,False,2015-01-04,2015-07-02
2015-02-04,42,False,2015-01-04,2015-07-02
2015-02-05,41,False,2015-01-04,2015-07-02
2015-02-06,30,False,2015-01-04,2015-07-02
2015-02-07,41,False,2015-01-04,2015-07-02
2015-02-08,33,False,2015-01-04,2015-07-02
2015-02-09,36,False,2015-01-04,2015-07-02
2015-02-10,35,False,2015-01-04,2015-07-02
2015-02-11,42,False,2015-01-04,2015-07-02
2015-02-12,25,False,2015-01-04,2015-07-02
2015-02-13,21,False,2015-01-04,2015-07-02
2015-02-14,32,False,2015-01-04,2015-07-02
2015-02-15,30,False,2015-01-04,2015-07-02
2015-02-16,37,False,2015-01-04,2015-07-02
2015-02-17,42,False,2015-01-04,2015-07-02
2015-02-18,42,False,2015-01-04,2015-07-02
2015-02-19,26,False,2015-01-04,2015-07-02
2015-02-20,44,False,2015-01-04,2015-07-02
2015-02-21,18,False,2015-01-04,2015-07-02
2015-02-22,37,False,2015-01-04,2015-07-02
2015-02-23,36,False,2015-01-04,2015-07-02
2015-02-24,23,False,2015-01-04,2015-07-02
2015-02-25,25,False,2015-01-04,2015-07-02
2015-02-26,17,False,2015-01-04,2015-07-02
2015-02-27,38,False,2015-01-04,2015-07-02
2015-02-28,21,False,2015-01-04,2015-07-02
2015-03-01,25,False,2015-01-04,2015-07-02
2015-03-02,39,False,2015-01-04,2015-07-02
2015-03-03,39,False,2015-01-04,2015-07-02
2015-03-04,31,False,2015-01-04,2015-07-02
2015-03-05,46,False,2015-01-04,2015-07-02
2015-03-06,32,False,2015-01-04,2015-07-02
2015-03-07,32,False,2015-01-04,2015-07-02
2015-03-08,25,False,2015-01-04,2015-07-02
2015-03-09,26,False,2015-01-04,2015-07-02
2015-03-10,37,False,2015-01-04,2015-07-02
2015-03-11,39,False,2015-01-04,2015-07-02
2015-03-12,36,False,2015-01-04,2015-07-02
2015-03-13,19,False,2015-01-04,2015-07-02
2015-03-14,21,False,2015-01-04,2015-07-02
2015-03-15,17,False,2015-01-04,2015-07-02
2015-03-16,33,False,2015-01-04,2015-07-02
2015-03-17,25,False,2015-01-04,2015-07-02
2015-03-18,53,False,2015-01-04,2015-07-02
2015-03-19,38,False,2015-01-04,2015-07-02
2015-03-20,36,False,2015-01-04,2015-07-02
2015-03-21,29,False,2015-01-04,2015-07-02
2015-03-22,34,False,2015-01-04,2015-07-02
2015-03-23,43,False,2015-01-04,2015-07-02
2015-03-24,30,False,2015-01-04,2015-07-02
2015-03-25,37,False,2015-01-04,2015-07-02
2015-03-26,21,False,2015-01-04,2015-07-02
2015-03-27,22,False,2015-01-04,2015-07-02
2015-03-28,32,False,2015-01-04,2015-07-02
2015-03-29,36,False,2015-01-04,2015-07-02
2015-03-30,41,False,2015-01-04,2015-07-02
2015-03-31,23,False,2015-01-04,2015-07-02
2015-04-01,34,False,2015-01-04,2015-07-02
2015-04-02,33,False,2015-01-04,2015-07-02
2015-04-03,26,False,2015-01-04,2015-07-02
2015-04-04,32,False,2015-01-04,2015-07-02
2015-04-05,35,False,2015-01-04,2015-07-02
2015-04-06,35,False,2015-01-04,2015-07-02
2015-04-07,21,False,2015-01-04,2015-07-02
2015-04-08,28,False,2015-01-04,2015-07-02
2015-04-09,34,False,2015-01-04,2015-07-02
2015-04-10,23,False,2015-01-04,2015-07-02
2015-04-11,16,False,2015-01-04,2015-07-02
2015-04-12,24,False,2015-01-04,2015-07-02
2015-04-13,33,False,2015-01-04,2015-07-02
2015-04-14,45,False,2015-01-04,2015-07-02
2015-04-15,32,False,2015-01-04,2015-07-02
2015-04-16,34,False,2015-01-04,2015-07-02
2015-04-17,29,False,2015-01-04,2015-07-02
2015-04-18,20,False,2015-01-04,2015-07-02
2015-04-19,31,False,2015-01-04,2015-07-02
2015-04-20,21,False,2015-01-04,2015-07-02
2015-04-21,36,False,2015-01-04,2015-07-02
2015-04-22,29,False,2015-01-04,2015-07-02
2015-04-23,36,False,2015-01-04,2015-07-02
2015-04-24,17,False,2015-01-04,2015-07-02
2015-04-25,17,False,2015-01-04,2015-07-02
2015-04-26,37,False,2015-01-04,2015-07-02
2015-04-27,23,False,2015-01-04,2015-07-02
2015-04-28,13,False,2015-01-04,2015-07-02
2015-04-29,36,False,2015-01-04,2015-07-02
2015-04-30,35,False,2015-01-04,2015-07-02
2015-05-01,43,False,2015-01-04,2015-07-02
2015-05-02,16,False,2015-01-04,2015-07-02
2015-05-03,13,False,2015-01-04,2015-07-02
2015-05-04,25,False,2015-01-04,2015-07-02
2015-05-05,26,False,2015-01-04,2015-07-02
2015-05-06,26,False,2015-01-04,2015-07-02
2015-05-07,20,False,2015-01-04,2015-07-02
2015-05-08,24,False,2015-01-04,2015-07-02
2015-05-09,24,False,2015-01-04,2015-07-02
2015-05-10,24,False,2015-01-04,2015-07-02
2015-05-11,23,False,2015-01-04,2015-07-02
2015-05-12,23,False,2015-01-04,2015-07-02
2015-05-13,21,False,2015-01-04,2015-07-02
2015-05-14,20,False,2015-01-04,2015-07-02
2015-05-15,39,False,2015-01-04,2015-07-02
2015-05-16,30,False,2015-01-04,2015-07-02
2015-05-17,21,False,2015-01-04,2015-07-02
2015-05-18,26,False,2015-01-04,2015-07-02
2015-05-19,26,False,2015-01-04,2015-07-02
2015-05-20,26,False,2015-01-04,2015-07-02
2015-05-21,25,False,2015-01-04,2015-07-02
2015-05-22,17,False,2015-01-04,2015-07-02
2015-05-23,8,False,2015-01-04,2015-07-02
2015-05-24,22,False,2015-01-04,2015-07-02
2015-05-25,20,False,2015-01-04,2015-07-02
2015-05-26,18,False,2015-01-04,2015-07-02
2015-05-27,19,False,2015-01-04,2015-07-02
2015-05-28,18,False,2015-01-04,2015-07-02
2015-05-29,21,False,2015-01-04,2015-07-02
2015-05-30,30,False,2015-01-04,2015-07-02
2015-05-31,27,False,2015-01-04,2015-07-02
2015-06-01,23,False,2015-01-04,2015-07-02
2015-06-02,29,False,2015-01-04,2015-07-02
2015-06-03,28,False,2015-01-04,2015-07-02
2015-06-04,33,False,2015-01-04,2015-07-02
2015-06-05,23,False,2015-01-04,2015-07-02
2015-06-06,28,False,2015-01-04,2015-07-02
2015-06-07,28,False,2015-01-04,2015-07-02
2015-06-08,15,False,2015-01-04,2015-07-02
2015-06-09,18,False,2015-01-04,2015-07-02
2015-06-10,26,False,2015-01-04,2015-07-02
2015-06-11,37,False,2015-01-04,2015-07-02
2015-06-12,24,False,2015-01-04,2015-07-02
2015-06-13,28,False,2015-01-04,2015-07-02
2015-06-14,10,False,2015-01-04,2015-07-02
2015-06-15,24,False,2015-01-04,2015-07-02
2015-06-16,31,False,2015-01-04,2015-07-02
2015-06-17,34,False,2015-01-04,2015-07-02
2015-06-18,50,False,2015-01-04,2015-07-02
2015-06-19,35,False,2015-01-04,2015-07-02
2015-06-20,30,False,2015-01-04,2015-07-02
2015-06-21,24,False,2015-01-04,2015-07-02
2015-06-22,21,False,2015-01-04,2015-07-02
2015-06-23,28,False,2015-01-04,2015-07-02
2015-06-24,23,False,2015-01-04,2015-07-02
2015-06-25,17,False,2015-01-04,2015-07-02
2015-06-26,26,False,2015-01-04,2015-07-02
2015-06-27,20,False,2015-01-04,2015-07-02
2015-06-28,30,False,2015-01-04,2015-07-02
2015-06-29,43,False,2015-01-04,2015-07-02
2015-06-30,41,False,2015-01-04,2015-07-02
2015-07-01,50,False,2015-01-04,2015-07-02
2015-07-02,32,False,2015-01-04,2015-07-02
2015-01-05,52,False,2015-01-05,2015-07-03
2015-01-06,69,False,2015-01-05,2015-07-03
2015-01-07,52,False,2015-01-05,2015-07-03
2015-01-08,33,False,2015-01-05,2015-07-03
2015-01-09,41,False,2015-01-05,2015-07-03
2015-01-10,20,False,2015-01-05,2015-07-03
2015-01-11,18,False,2015-01-05,2015-07-03
2015-01-12,44,False,2015-01-05,2015-07-03
2015-01-13,61,False,2015-01-05,2015-07-03
2015-01-14,100,False,2015-01-05,2015-07-03
2015-01-15,99,False,2015-01-05,2015-07-03
2015-01-16,66,False,2015-01-05,2015-07-03
2015-01-17,46,False,2015-01-05,2015-07-03
2015-01-18,47,False,2015-01-05,2015-07-03
2015-01-19,41,False,2015-01-05,2015-07-03
2015-01-20,34,False,2015-01-05,2015-07-03
2015-01-21,45,False,2015-01-05,2015-07-03
