,time,low,high,open,close,volume
0,1437426000.0,277.92,278.0,277.98,278.0,59.26045637
1,1437429600.0,277.37,278.5,278.0,278.14,346.99541114
2,1437433200.0,278.15,280.0,278.31,280.0,376.62755208
3,1437436800.0,279.38,281.0,279.96,280.89,288.17797553
4,1437440400.0,280.35,281.15,280.89,280.36,380.933023
5,1437444000.0,279.54,280.46,280.36,280.37,248.00351258
6,1437447600.0,279.98,281.04,280.37,281.04,204.02621645
7,1437451200.0,280.94,281.27,281.04,280.99,188.4059
8,1437454800.0,280.57,281.23,280.99,280.81,170.64809318
9,1437458400.0,279.28,280.81,280.81,279.36,94.1077
10,1437462000.0,279.31,279.77,279.33,279.48,63.28964542
11,1437465600.0,279.25,280.15,279.42,279.91,122.95976614
12,1437469200.0,279.8,280.89,279.81,279.97,53.4367
13,1437472800.0,279.0,279.95,279.95,279.3,99.50425839
14,1437476400.0,278.76,279.77,279.26,279.4,169.0324
15,1437480000.0,278.3,279.38,279.38,278.43,127.811029
16,1437483600.0,278.25,279.5,278.58,279.11,170.869
17,1437487200.0,278.9,279.67,279.11,279.66,208.7008
18,1437490800.0,279.01,279.63,279.6,279.45,251.95289683
19,1437494400.0,279.45,280.0,279.45,280.0,232.95743556
20,1437498000.0,279.6,279.95,279.95,279.76,184.98118109
21,1437501600.0,279.0,280.0,279.76,279.88,251.80827375
22,1437505200.0,279.6,280.0,279.87,280.0,331.44242699
23,1437508800.0,279.12,280.0,280.0,279.57,207.5703
24,1437512400.0,279.4,279.86,279.73,279.86,170.41961254
25,1437516000.0,278.01,279.67,279.67,278.13,418.95319548
26,1437519600.0,276.85,278.18,278.07,277.32,303.56809244
27,1437523200.0,277.32,277.79,277.33,277.79,228.66656924
28,1437526800.0,276.48,278.3,277.79,276.61,209.02852313
29,1437530400.0,276.01,276.89,276.56,276.42,166.84161144
30,1437534000.0,276.21,277.16,276.58,276.91,241.77429438
31,1437537600.0,276.31,276.95,276.85,276.4,171.77857842
32,1437541200.0,275.51,276.81,276.38,275.81,229.82068868
33,1437544800.0,275.01,276.79,275.74,276.04,307.50722707
34,1437548400.0,275.9,276.78,275.98,276.73,197.44124778
35,1437552000.0,276.64,276.79,276.74,276.79,59.2984
36,1437555600.0,276.69,277.0,276.71,277.0,68.7865252
37,1437559200.0,276.33,277.03,276.99,277.03,97.6065
38,1437562800.0,276.52,277.11,277.03,277.11,81.2952
39,1437566400.0,276.11,277.14,276.93,276.18,176.68582796
40,1437570000.0,276.0,277.15,276.38,276.69,187.14966842
41,1437573600.0,276.66,278.18,276.79,277.95,192.69734
42,1437577200.0,277.54,278.23,277.68,278.16,242.90524355
43,1437580800.0,277.57,278.54,278.17,277.99,199.76706804
44,1437584400.0,277.54,278.0,277.99,277.81,168.80157
45,1437588000.0,276.58,277.93,277.81,277.11,269.56452639
46,1437591600.0,276.06,277.19,276.98,276.26,217.64537973
47,1437595200.0,276.0,277.61,276.2,277.49,278.45236795
48,1437598800.0,276.74,277.51,277.46,277.1,235.47774909
49,1437602400.0,276.81,277.44,277.1,277.33,147.351749
50,1437606000.0,277.31,277.96,277.31,277.89,311.56552784
51,1437609600.0,277.91,278.26,277.96,278.16,167.75925623
52,1437613200.0,277.93,278.74,278.13,278.74,216.55418083
53,1437616800.0,278.65,279.75,278.65,279.06,447.19193913
54,1437620400.0,277.73,279.18,279.06,277.89,177.49341615
55,1437624000.0,277.79,278.62,277.88,278.31,125.40105968
56,1437627600.0,277.33,278.56,278.33,277.63,172.46192121
57,1437631200.0,277.47,277.94,277.63,277.47,170.93883833
58,1437634800.0,277.48,277.81,277.48,277.72,99.4728
59,1437638400.0,277.7,278.19,277.71,278.05,112.6535725
60,1437642000.0,277.67,278.05,278.05,277.78,85.7449
61,1437645600.0,277.72,278.16,277.78,277.83,107.6201
62,1437649200.0,277.14,277.83,277.79,277.31,124.1465332
63,1437652800.0,277.25,277.83,277.36,277.7,144.28498602
64,1437656400.0,277.7,278.25,277.72,278.03,442.76429366
65,1437660000.0,277.58,278.25,278.15,278.08,297.87874342
66,1437663600.0,276.36,278.06,278.06,276.94,300.58000436
67,1437667200.0,276.6,277.21,276.93,276.74,245.1843288
68,1437670800.0,276.53,277.0,276.73,276.88,207.6836369
69,1437674400.0,276.88,277.8,276.88,277.56,271.52520996
70,1437678000.0,276.38,277.59,277.57,277.05,556.4342
71,1437681600.0,276.45,277.35,277.05,277.0,205.68729621
72,1437685200.0,276.52,277.54,276.9,276.7,234.6823
73,1437688800.0,276.28,277.38,276.69,277.0,165.19696646
74,1437692400.0,276.56,277.42,276.92,277.39,227.57909226
75,1437696000.0,276.55,277.23,277.23,276.99,166.80557145
76,1437699600.0,276.51,277.0,276.95,276.91,256.37744
77,1437703200.0,276.73,276.99,276.91,276.87,199.2628873
78,1437706800.0,276.43,277.0,276.87,276.99,184.71918604
79,1437710400.0,277.0,277.61,277.0,277.52,206.37756013
80,1437714000.0,277.52,277.62,277.52,277.62,96.90482341
81,1437717600.0,277.6,277.88,277.62,277.71,160.68095958
82,1437721200.0,277.63,278.09,277.72,278.09,183.45470965
83,1437724800.0,278.09,284.34,278.09,283.86,438.69966393
84,1437728400.0,283.38,286.44,283.85,286.42,303.58957596
85,1437732000.0,284.01,286.41,286.41,285.88,324.89749761
86,1437735600.0,284.83,286.72,285.89,285.1,325.39577873
87,1437739200.0,284.19,285.1,285.1,284.35,304.82280709
88,1437742800.0,283.87,284.88,284.44,284.88,358.09040654
89,1437746400.0,284.04,284.89,284.88,284.46,299.85449257
90,1437750000.0,283.75,284.66,284.58,284.38,289.86637486
91,1437753600.0,284.12,286.68,284.38,286.59,396.47449061
92,1437757200.0,286.37,288.99,286.6,288.26,556.13660075
93,1437760800.0,287.79,288.94,288.49,288.58,465.11074994
94,1437764400.0,288.57,290.32,288.57,290.02,479.30881584
95,1437768000.0,289.26,291.52,290.01,289.35,531.64940585
96,1437771600.0,289.03,289.94,289.35,289.29,362.31644568
97,1437775200.0,289.13,289.33,289.29,289.2,280.06632679
98,1437778800.0,289.12,289.55,289.21,289.12,191.60651264
99,1437782400.0,287.88,289.22,289.12,288.12,221.40433268
100,1437786000.0,286.82,288.12,288.12,286.99,227.14260446
101,1437789600.0,287.01,288.56,287.01,288.32,206.93469852
102,1437793200.0,288.1,289.29,288.32,289.06,333.51898169
103,1437796800.0,288.28,289.99,289.05,289.99,401.18156521
104,1437800400.0,287.7,289.99,289.99,288.24,125.57381662
105,1437804000.0,288.02,288.65,288.23,288.3,82.82135233
106,1437807600.0,288.29,289.3,288.3,289.06,78.25873986
107,1437811200.0,288.63,289.34,288.97,289.13,62.39104775
108,1437814800.0,288.52,289.21,289.16,288.77,35.77507203
109,1437818400.0,288.43,289.61,288.72,289.58,39.18362596
110,1437822000.0,289.57,291.25,289.57,290.4,146.66210763
111,1437825600.0,290.45,291.14,290.45,291.02,85.26760308
112,1437829200.0,291.02,291.67,291.02,291.24,273.61161976
113,1437832800.0,289.63,291.27,291.27,289.93,209.61165729
114,1437836400.0,289.82,290.6,289.93,290.49,196.51985102
115,1437840000.0,289.01,290.56,290.49,289.05,167.82450173
116,1437843600.0,288.59,289.03,289.03,288.59,153.93675772
117,1437847200.0,287.62,288.77,288.6,288.72,214.15497789
118,1437850800.0,288.51,288.97,288.73,288.66,233.90325175
119,1437854400.0,288.45,288.93,288.72,288.72,165.9568445
120,1437858000.0,288.45,288.68,288.68,288.49,101.65298016
121,1437861600.0,288.37,289.47,288.5,289.37,236.1582
122,1437865200.0,289.37,289.7,289.37,289.7,103.00677044
123,1437868800.0,289.57,289.99,289.68,289.73,110.60408705
124,1437872400.0,289.63,289.99,289.72,289.77,115.80707381
125,1437876000.0,289.2,289.99,289.78,289.48,116.30083988
126,1437879600.0,289.42,289.6,289.47,289.55,82.87645749
