date,how to buy bitcoin,isPartial,window_start,window_end
2020-05-08,87,False,2020-01-02,2020-06-29
2020-05-09,35,False,2020-01-02,2020-06-29
2020-05-10,62,False,2020-01-02,2020-06-29
2020-05-11,57,False,2020-01-02,2020-06-29
2020-05-12,71,False,2020-01-02,2020-06-29
2020-05-13,53,False,2020-01-02,2020-06-29
2020-05-14,53,False,2020-01-02,2020-06-29
2020-05-15,55,False,2020-01-02,2020-06-29
2020-05-16,62,False,2020-01-02,2020-06-29
2020-05-17,97,False,2020-01-02,2020-06-29
2020-05-18,67,False,2020-01-02,2020-06-29
2020-05-19,50,False,2020-01-02,2020-06-29
2020-05-20,58,False,2020-01-02,2020-06-29
2020-05-21,49,False,2020-01-02,2020-06-29
2020-05-22,28,False,2020-01-02,2020-06-29
2020-05-23,55,False,2020-01-02,2020-06-29
2020-05-24,36,False,2020-01-02,2020-06-29
2020-05-25,78,False,2020-01-02,2020-06-29
2020-05-26,68,False,2020-01-02,2020-06-29
2020-05-27,37,False,2020-01-02,2020-06-29
2020-05-28,31,False,2020-01-02,2020-06-29
2020-05-29,38,False,2020-01-02,2020-06-29
2020-05-30,43,False,2020-01-02,2020-06-29
2020-05-31,39,False,2020-01-02,2020-06-29
2020-06-01,27,False,2020-01-02,2020-06-29
2020-06-02,48,False,2020-01-02,2020-06-29
2020-06-03,51,False,2020-01-02,2020-06-29
2020-06-04,61,False,2020-01-02,2020-06-29
2020-06-05,60,False,2020-01-02,2020-06-29
2020-06-06,35,False,2020-01-02,2020-06-29
2020-06-07,59,False,2020-01-02,2020-06-29
2020-06-08,25,False,2020-01-02,2020-06-29
2020-06-09,45,False,2020-01-02,2020-06-29
2020-06-10,54,False,2020-01-02,2020-06-29
2020-06-11,38,False,2020-01-02,2020-06-29
2020-06-12,43,False,2020-01-02,2020-06-29
2020-06-13,64,False,2020-01-02,2020-06-29
2020-06-14,35,False,2020-01-02,2020-06-29
2020-06-15,31,False,2020-01-02,2020-06-29
2020-06-16,47,False,2020-01-02,2020-06-29
2020-06-17,31,False,2020-01-02,2020-06-29
2020-06-18,38,False,2020-01-02,2020-06-29
2020-06-19,28,False,2020-01-02,2020-06-29
2020-06-20,40,False,2020-01-02,2020-06-29
2020-06-21,47,False,2020-01-02,2020-06-29
2020-06-22,24,False,2020-01-02,2020-06-29
2020-06-23,38,False,2020-01-02,2020-06-29
2020-06-24,36,False,2020-01-02,2020-06-29
2020-06-25,57,False,2020-01-02,2020-06-29
2020-06-26,37,False,2020-01-02,2020-06-29
2020-06-27,48,False,2020-01-02,2020-06-29
2020-06-28,35,False,2020-01-02,2020-06-29
2020-06-29,28,False,2020-01-02,2020-06-29
2020-01-03,41,False,2020-01-03,2020-06-30
2020-01-04,34,False,2020-01-03,2020-06-30
2020-01-05,30,False,2020-01-03,2020-06-30
2020-01-06,43,False,2020-01-03,2020-06-30
2020-01-07,33,False,2020-01-03,2020-06-30
2020-01-08,33,False,2020-01-03,2020-06-30
2020-01-09,42,False,2020-01-03,2020-06-30
2020-01-10,31,False,2020-01-03,2020-06-30
2020-01-11,17,False,2020-01-03,2020-06-30
2020-01-12,14,False,2020-01-03,2020-06-30
2020-01-13,25,False,2020-01-03,2020-06-30
2020-01-14,13,False,2020-01-03,2020-06-30
2020-01-15,23,False,2020-01-03,2020-06-30
2020-01-16,42,False,2020-01-03,2020-06-30
2020-01-17,21,False,2020-01-03,2020-06-30
2020-01-18,34,False,2020-01-03,2020-06-30
2020-01-19,27,False,2020-01-03,2020-06-30
2020-01-20,36,False,2020-01-03,2020-06-30
2020-01-21,24,False,2020-01-03,2020-06-30
2020-01-22,30,False,2020-01-03,2020-06-30
2020-01-23,18,False,2020-01-03,2020-06-30
2020-01-24,19,False,2020-01-03,2020-06-30
2020-01-25,51,False,2020-01-03,2020-06-30
2020-01-26,7,False,2020-01-03,2020-06-30
2020-01-27,12,False,2020-01-03,2020-06-30
2020-01-28,18,False,2020-01-03,2020-06-30
2020-01-29,18,False,2020-01-03,2020-06-30
2020-01-30,18,False,2020-01-03,2020-06-30
2020-01-31,15,False,2020-01-03,2020-06-30
2020-02-01,24,False,2020-01-03,2020-06-30
2020-02-02,20,False,2020-01-03,2020-06-30
2020-02-03,11,False,2020-01-03,2020-06-30
2020-02-04,30,False,2020-01-03,2020-06-30
2020-02-05,27,False,2020-01-03,2020-06-30
2020-02-06,24,False,2020-01-03,2020-06-30
2020-02-07,18,False,2020-01-03,2020-06-30
2020-02-08,23,False,2020-01-03,2020-06-30
2020-02-09,42,False,2020-01-03,2020-06-30
2020-02-10,32,False,2020-01-03,2020-06-30
2020-02-11,17,False,2020-01-03,2020-06-30
2020-02-12,38,False,2020-01-03,2020-06-30
2020-02-13,44,False,2020-01-03,2020-06-30
2020-02-14,24,False,2020-01-03,2020-06-30
2020-02-15,23,False,2020-01-03,2020-06-30
2020-02-16,23,False,2020-01-03,2020-06-30
2020-02-17,17,False,2020-01-03,2020-06-30
2020-02-18,29,False,2020-01-03,2020-06-30
2020-02-19,40,False,2020-01-03,2020-06-30
2020-02-20,14,False,2020-01-03,2020-06-30
2020-02-21,21,False,2020-01-03,2020-06-30
2020-02-22,20,False,2020-01-03,2020-06-30
2020-02-23,29,False,2020-01-03,2020-06-30
2020-02-24,29,False,2020-01-03,2020-06-30
2020-02-25,35,False,2020-01-03,2020-06-30
2020-02-26,22,False,2020-01-03,2020-06-30
2020-02-27,42,False,2020-01-03,2020-06-30
2020-02-28,20,False,2020-01-03,2020-06-30
2020-02-29,3,False,2020-01-03,2020-06-30
2020-03-01,19,False,2020-01-03,2020-06-30
2020-03-02,28,False,2020-01-03,2020-06-30
2020-03-03,28,False,2020-01-03,2020-06-30
2020-03-04,39,False,2020-01-03,2020-06-30
2020-03-05,31,False,2020-01-03,2020-06-30
2020-03-06,32,False,2020-01-03,2020-06-30
2020-03-07,19,False,2020-01-03,2020-06-30
2020-03-08,29,False,2020-01-03,2020-06-30
2020-03-09,31,False,2020-01-03,2020-06-30
2020-03-10,25,False,2020-01-03,2020-06-30
2020-03-11,17,False,2020-01-03,2020-06-30
2020-03-12,33,False,2020-01-03,2020-06-30
2020-03-13,100,False,2020-01-03,2020-06-30
2020-03-14,35,False,2020-01-03,2020-06-30
2020-03-15,38,False,2020-01-03,2020-06-30
2020-03-16,52,False,2020-01-03,2020-06-30
2020-03-17,22,False,2020-01-03,2020-06-30
2020-03-18,42,False,2020-01-03,2020-06-30
2020-03-19,34,False,2020-01-03,2020-06-30
2020-03-20,36,False,2020-01-03,2020-06-30
2020-03-21,37,False,2020-01-03,2020-06-30
2020-03-22,25,False,2020-01-03,2020-06-30
2020-03-23,26,False,2020-01-03,2020-06-30
2020-03-24,38,False,2020-01-03,2020-06-30
2020-03-25,44,False,2020-01-03,2020-06-30
2020-03-26,25,False,2020-01-03,2020-06-30
2020-03-27,35,False,2020-01-03,2020-06-30
2020-03-28,33,False,2020-01-03,2020-06-30
2020-03-29,39,False,2020-01-03,2020-06-30
2020-03-30,29,False,2020-01-03,2020-06-30
2020-03-31,32,False,2020-01-03,2020-06-30
2020-04-01,42,False,2020-01-03,2020-06-30
2020-04-02,50,False,2020-01-03,2020-06-30
2020-04-03,35,False,2020-01-03,2020-06-30
2020-04-04,24,False,2020-01-03,2020-06-30
2020-04-05,27,False,2020-01-03,2020-06-30
2020-04-06,61,False,2020-01-03,2020-06-30
2020-04-07,40,False,2020-01-03,2020-06-30
2020-04-08,22,False,2020-01-03,2020-06-30
2020-04-09,33,False,2020-01-03,2020-06-30
2020-04-10,43,False,2020-01-03,2020-06-30
2020-04-11,40,False,2020-01-03,2020-06-30
2020-04-12,43,False,2020-01-03,2020-06-30
2020-04-13,39,False,2020-01-03,2020-06-30
2020-04-14,32,False,2020-01-03,2020-06-30
2020-04-15,27,False,2020-01-03,2020-06-30
2020-04-16,51,False,2020-01-03,2020-06-30
2020-04-17,27,False,2020-01-03,2020-06-30
2020-04-18,27,False,2020-01-03,2020-06-30
2020-04-19,33,False,2020-01-03,2020-06-30
2020-04-20,29,False,2020-01-03,2020-06-30
2020-04-21,37,False,2020-01-03,2020-06-30
2020-04-22,27,False,2020-01-03,2020-06-30
2020-04-23,42,False,2020-01-03,2020-06-30
2020-04-24,30,False,2020-01-03,2020-06-30
2020-04-25,43,False,2020-01-03,2020-06-30
2020-04-26,43,False,2020-01-03,2020-06-30
2020-04-27,29,False,2020-01-03,2020-06-30
2020-04-28,37,False,2020-01-03,2020-06-30
2020-04-29,45,False,2020-01-03,2020-06-30
2020-04-30,66,False,2020-01-03,2020-06-30
2020-05-01,52,False,2020-01-03,2020-06-30
2020-05-02,51,False,2020-01-03,2020-06-30
2020-05-03,37,False,2020-01-03,2020-06-30
2020-05-04,50,False,2020-01-03,2020-06-30
2020-05-05,27,False,2020-01-03,2020-06-30
2020-05-06,24,False,2020-01-03,2020-06-30
2020-05-07,48,False,2020-01-03,2020-06-30
2020-05-08,47,False,2020-01-03,2020-06-30
2020-05-09,40,False,2020-01-03,2020-06-30
2020-05-10,68,False,2020-01-03,2020-06-30
2020-05-11,59,False,2020-01-03,2020-06-30
2020-05-12,51,False,2020-01-03,2020-06-30
2020-05-13,48,False,2020-01-03,2020-06-30
2020-05-14,42,False,2020-01-03,2020-06-30
2020-05-15,55,False,2020-01-03,2020-06-30
2020-05-16,65,False,2020-01-03,2020-06-30
2020-05-17,80,False,2020-01-03,2020-06-30
2020-05-18,58,False,2020-01-03,2020-06-30
2020-05-19,48,False,2020-01-03,2020-06-30
2020-05-20,49,False,2020-01-03,2020-06-30
2020-05-21,28,False,2020-01-03,2020-06-30
2020-05-22,17,False,2020-01-03,2020-06-30
2020-05-23,37,False,2020-01-03,2020-06-30
2020-05-24,35,False,2020-01-03,2020-06-30
2020-05-25,48,False,2020-01-03,2020-06-30
2020-05-26,30,False,2020-01-03,2020-06-30
2020-05-27,41,False,2020-01-03,2020-06-30
2020-05-28,16,False,2020-01-03,2020-06-30
2020-05-29,42,False,2020-01-03,2020-06-30
2020-05-30,19,False,2020-01-03,2020-06-30
2020-05-31,56,False,2020-01-03,2020-06-30
2020-06-01,27,False,2020-01-03,2020-06-30
2020-06-02,38,False,2020-01-03,2020-06-30
2020-06-03,31,False,2020-01-03,2020-06-30
2020-06-04,54,False,2020-01-03,2020-06-30
2020-06-05,27,False,2020-01-03,2020-06-30
2020-06-06,24,False,2020-01-03,2020-06-30
2020-06-07,37,False,2020-01-03,2020-06-30
2020-06-08,38,False,2020-01-03,2020-06-30
2020-06-09,51,False,2020-01-03,2020-06-30
2020-06-10,38,False,2020-01-03,2020-06-30
2020-06-11,22,False,2020-01-03,2020-06-30
2020-06-12,14,False,2020-01-03,2020-06-30
2020-06-13,35,False,2020-01-03,2020-06-30
2020-06-14,15,False,2020-01-03,2020-06-30
2020-06-15,33,False,2020-01-03,2020-06-30
2020-06-16,32,False,2020-01-03,2020-06-30
2020-06-17,30,False,2020-01-03,2020-06-30
2020-06-18,30,False,2020-01-03,2020-06-30
2020-06-19,23,False,2020-01-03,2020-06-30
2020-06-20,57,False,2020-01-03,2020-06-30
2020-06-21,47,False,2020-01-03,2020-06-30
2020-06-22,28,False,2020-01-03,2020-06-30
2020-06-23,33,False,2020-01-03,2020-06-30
2020-06-24,31,False,2020-01-03,2020-06-30
2020-06-25,34,False,2020-01-03,2020-06-30
2020-06-26,26,False,2020-01-03,2020-06-30
2020-06-27,25,False,2020-01-03,2020-06-30
2020-06-28,31,False,2020-01-03,2020-06-30
2020-06-29,22,False,2020-01-03,2020-06-30
2020-06-30,42,False,2020-01-03,2020-06-30
2020-01-04,38,False,2020-01-04,2020-07-01
2020-01-05,42,False,2020-01-04,2020-07-01
2020-01-06,34,False,2020-01-04,2020-07-01
2020-01-07,28,False,2020-01-04,2020-07-01
2020-01-08,30,False,2020-01-04,2020-07-01
2020-01-09,40,False,2020-01-04,2020-07-01
2020-01-10,28,False,2020-01-04,2020-07-01
2020-01-11,7,False,2020-01-04,2020-07-01
2020-01-12,26,False,2020-01-04,2020-07-01
2020-01-13,34,False,2020-01-04,2020-07-01
2020-01-14,24,False,2020-01-04,2020-07-01
2020-01-15,47,False,2020-01-04,2020-07-01
2020-01-16,47,False,2020-01-04,2020-07-01
2020-01-17,35,False,2020-01-04,2020-07-01
2020-01-18,23,False,2020-01-04,2020-07-01
2020-01-19,15,False,2020-01-04,2020-07-01
2020-01-20,31,False,2020-01-04,2020-07-01
2020-01-21,44,False,2020-01-04,2020-07-01
2020-01-22,17,False,2020-01-04,2020-07-01
2020-01-23,27,False,2020-01-04,2020-07-01
2020-01-24,28,False,2020-01-04,2020-07-01
2020-01-25,50,False,2020-01-04,2020-07-01
2020-01-26,7,False,2020-01-04,2020-07-01
2020-01-27,17,False,2020-01-04,2020-07-01
2020-01-28,27,False,2020-01-04,2020-07-01
2020-01-29,23,False,2020-01-04,2020-07-01
2020-01-30,37,False,2020-01-04,2020-07-01
2020-01-31,17,False,2020-01-04,2020-07-01
2020-02-01,46,False,2020-01-04,2020-07-01
2020-02-02,23,False,2020-01-04,2020-07-01
2020-02-03,15,False,2020-01-04,2020-07-01
2020-02-04,30,False,2020-01-04,2020-07-01
2020-02-05,26,False,2020-01-04,2020-07-01
2020-02-06,17,False,2020-01-04,2020-07-01
2020-02-07,24,False,2020-01-04,2020-07-01
2020-02-08,19,False,2020-01-04,2020-07-01
2020-02-09,48,False,2020-01-04,2020-07-01
2020-02-10,33,False,2020-01-04,2020-07-01
2020-02-11,6,False,2020-01-04,2020-07-01
2020-02-12,23,False,2020-01-04,2020-07-01
2020-02-13,57,False,2020-01-04,2020-07-01
2020-02-14,24,False,2020-01-04,2020-07-01
2020-02-15,19,False,2020-01-04,2020-07-01
2020-02-16,15,False,2020-01-04,2020-07-01
2020-02-17,16,False,2020-01-04,2020-07-01
2020-02-18,29,False,2020-01-04,2020-07-01
2020-02-19,59,False,2020-01-04,2020-07-01
2020-02-20,23,False,2020-01-04,2020-07-01
2020-02-21,27,False,2020-01-04,2020-07-01
2020-02-22,15,False,2020-01-04,2020-07-01
2020-02-23,44,False,2020-01-04,2020-07-01
2020-02-24,32,False,2020-01-04,2020-07-01
2020-02-25,23,False,2020-01-04,2020-07-01
2020-02-26,22,False,2020-01-04,2020-07-01
2020-02-27,51,False,2020-01-04,2020-07-01
2020-02-28,26,False,2020-01-04,2020-07-01
2020-02-29,14,False,2020-01-04,2020-07-01
2020-03-01,11,False,2020-01-04,2020-07-01
2020-03-02,32,False,2020-01-04,2020-07-01
2020-03-03,29,False,2020-01-04,2020-07-01
2020-03-04,28,False,2020-01-04,2020-07-01
2020-03-05,29,False,2020-01-04,2020-07-01
2020-03-06,10,False,2020-01-04,2020-07-01
2020-03-07,29,False,2020-01-04,2020-07-01
2020-03-08,11,False,2020-01-04,2020-07-01
2020-03-09,41,False,2020-01-04,2020-07-01
2020-03-10,51,False,2020-01-04,2020-07-01
2020-03-11,19,False,2020-01-04,2020-07-01
2020-03-12,49,False,2020-01-04,2020-07-01
2020-03-13,74,False,2020-01-04,2020-07-01
2020-03-14,53,False,2020-01-04,2020-07-01
2020-03-15,46,False,2020-01-04,2020-07-01
2020-03-16,37,False,2020-01-04,2020-07-01
2020-03-17,44,False,2020-01-04,2020-07-01
2020-03-18,34,False,2020-01-04,2020-07-01
2020-03-19,48,False,2020-01-04,2020-07-01
2020-03-20,69,False,2020-01-04,2020-07-01
2020-03-21,14,False,2020-01-04,2020-07-01
2020-03-22,35,False,2020-01-04,2020-07-01
2020-03-23,23,False,2020-01-04,2020-07-01
2020-03-24,55,False,2020-01-04,2020-07-01
2020-03-25,47,False,2020-01-04,2020-07-01
2020-03-26,34,False,2020-01-04,2020-07-01
2020-03-27,33,False,2020-01-04,2020-07-01
2020-03-28,24,False,2020-01-04,2020-07-01
2020-03-29,41,False,2020-01-04,2020-07-01
2020-03-30,30,False,2020-01-04,2020-07-01
2020-03-31,44,False,2020-01-04,2020-07-01
2020-04-01,33,False,2020-01-04,2020-07-01
2020-04-02,57,False,2020-01-04,2020-07-01
2020-04-03,58,False,2020-01-04,2020-07-01
2020-04-04,34,False,2020-01-04,2020-07-01
2020-04-05,37,False,2020-01-04,2020-07-01
2020-04-06,53,False,2020-01-04,2020-07-01
2020-04-07,39,False,2020-01-04,2020-07-01
2020-04-08,46,False,2020-01-04,2020-07-01
2020-04-09,28,False,2020-01-04,2020-07-01
2020-04-10,45,False,2020-01-04,2020-07-01
2020-04-11,38,False,2020-01-04,2020-07-01
2020-04-12,60,False,2020-01-04,2020-07-01
2020-04-13,44,False,2020-01-04,2020-07-01
2020-04-14,33,False,2020-01-04,2020-07-01
2020-04-15,63,False,2020-01-04,2020-07-01
2020-04-16,52,False,2020-01-04,2020-07-01
2020-04-17,31,False,2020-01-04,2020-07-01
2020-04-18,27,False,2020-01-04,2020-07-01
2020-04-19,27,False,2020-01-04,2020-07-01
2020-04-20,33,False,2020-01-04,2020-07-01
2020-04-21,30,False,2020-01-04,2020-07-01
2020-04-22,30,False,2020-01-04,2020-07-01
2020-04-23,38,False,2020-01-04,2020-07-01
2020-04-24,40,False,2020-01-04,2020-07-01
2020-04-25,21,False,2020-01-04,2020-07-01
2020-04-26,41,False,2020-01-04,2020-07-01
2020-04-27,27,False,2020-01-04,2020-07-01
2020-04-28,45,False,2020-01-04,2020-07-01
2020-04-29,60,False,2020-01-04,2020-07-01
2020-04-30,66,False,2020-01-04,2020-07-01
2020-05-01,52,False,2020-01-04,2020-07-01
2020-05-02,37,False,2020-01-04,2020-07-01
2020-05-03,59,False,2020-01-04,2020-07-01
2020-05-04,30,False,2020-01-04,2020-07-01
2020-05-05,50,False,2020-01-04,2020-07-01
2020-05-06,42,False,2020-01-04,2020-07-01
2020-05-07,67,False,2020-01-04,2020-07-01
2020-05-08,100,False,2020-01-04,2020-07-01
2020-05-09,52,False,2020-01-04,2020-07-01
2020-05-10,66,False,2020-01-04,2020-07-01
2020-05-11,64,False,2020-01-04,2020-07-01
2020-05-12,69,False,2020-01-04,2020-07-01
2020-05-13,48,False,2020-01-04,2020-07-01
2020-05-14,51,False,2020-01-04,2020-07-01
2020-05-15,49,False,2020-01-04,2020-07-01
2020-05-16,49,False,2020-01-04,2020-07-01
2020-05-17,49,False,2020-01-04,2020-07-01
2020-05-18,57,False,2020-01-04,2020-07-01
2020-05-19,48,False,2020-01-04,2020-07-01
2020-05-20,67,False,2020-01-04,2020-07-01
2020-05-21,73,False,2020-01-04,2020-07-01
2020-05-22,38,False,2020-01-04,2020-07-01
2020-05-23,59,False,2020-01-04,2020-07-01
2020-05-24,43,False,2020-01-04,2020-07-01
2020-05-25,70,False,2020-01-04,2020-07-01
2020-05-26,33,False,2020-01-04,2020-07-01
2020-05-27,31,False,2020-01-04,2020-07-01
2020-05-28,24,False,2020-01-04,2020-07-01
2020-05-29,32,False,2020-01-04,2020-07-01
2020-05-30,21,False,2020-01-04,2020-07-01
2020-05-31,42,False,2020-01-04,2020-07-01
2020-06-01,43,False,2020-01-04,2020-07-01
2020-06-02,46,False,2020-01-04,2020-07-01
2020-06-03,46,False,2020-01-04,2020-07-01
2020-06-04,52,False,2020-01-04,2020-07-01
2020-06-05,36,False,2020-01-04,2020-07-01
2020-06-06,24,False,2020-01-04,2020-07-01
2020-06-07,49,False,2020-01-04,2020-07-01
2020-06-08,37,False,2020-01-04,2020-07-01
2020-06-09,49,False,2020-01-04,2020-07-01
2020-06-10,42,False,2020-01-04,2020-07-01
2020-06-11,37,False,2020-01-04,2020-07-01
2020-06-12,42,False,2020-01-04,2020-07-01
2020-06-13,53,False,2020-01-04,2020-07-01
2020-06-14,31,False,2020-01-04,2020-07-01
2020-06-15,31,False,2020-01-04,2020-07-01
2020-06-16,36,False,2020-01-04,2020-07-01
2020-06-17,34,False,2020-01-04,2020-07-01
2020-06-18,19,False,2020-01-04,2020-07-01
2020-06-19,41,False,2020-01-04,2020-07-01
2020-06-20,58,False,2020-01-04,2020-07-01
2020-06-21,60,False,2020-01-04,2020-07-01
2020-06-22,34,False,2020-01-04,2020-07-01
2020-06-23,25,False,2020-01-04,2020-07-01
2020-06-24,25,False,2020-01-04,2020-07-01
2020-06-25,51,False,2020-01-04,2020-07-01
2020-06-26,23,False,2020-01-04,2020-07-01
2020-06-27,39,False,2020-01-04,2020-07-01
2020-06-28,31,False,2020-01-04,2020-07-01
2020-06-29,32,False,2020-01-04,2020-07-01
2020-06-30,41,False,2020-01-04,2020-07-01
2020-07-01,42,False,2020-01-04,2020-07-01
2020-01-05,32,False,2020-01-05,2020-07-02
2020-01-06,32,False,2020-01-05,2020-07-02
2020-01-07,22,False,2020-01-05,2020-07-02
2020-01-08,28,False,2020-01-05,2020-07-02
2020-01-09,22,False,2020-01-05,2020-07-02
2020-01-10,45,False,2020-01-05,2020-07-02
2020-01-11,28,False,2020-01-05,2020-07-02
2020-01-12,28,False,2020-01-05,2020-07-02
2020-01-13,14,False,2020-01-05,2020-07-02
2020-01-14,19,False,2020-01-05,2020-07-02
2020-01-15,46,False,2020-01-05,2020-07-02
2020-01-16,40,False,2020-01-05,2020-07-02
2020-01-17,26,False,2020-01-05,2020-07-02
2020-01-18,28,False,2020-01-05,2020-07-02
2020-01-19,28,False,2020-01-05,2020-07-02
2020-01-20,32,False,2020-01-05,2020-07-02
